CUSTOMER_ID,CUSTOMER_GROUP,CUSTOMER_SEGMENT
105916857.1429,RETAIL,Tier 5
6059714.2857,RETAIL,Tier 5
129005714.2857,RETAIL,Tier 1
20616000.0,RETAIL,Tier 1
99074000.0,RETAIL,Tier 6
85216857.1429,RETAIL,Tier 5
65802571.4286,RETAIL,Tier 1
53516857.1429,RETAIL,Tier 6
126148571.4286,RETAIL,Tier 6
66674000.0,RETAIL,Tier 6
85245428.5714,RETAIL,Tier 5
96816857.1429,RETAIL,Tier 1
136959714.2857,RETAIL,Tier 1
15661428.5714,RETAIL,Tier 6
68402571.4286,RETAIL,Tier 1
94387142.8571,RETAIL,Tier 5
90401428.5714,RETAIL,Tier 1
12416857.1429,RETAIL,Tier 6
77720000.0,RETAIL,Tier 6
141018285.7143,RETAIL,Tier 6
40659285.7143,RETAIL,Tier 5
57904000.0,RETAIL,Tier 5
130346857.1429,RETAIL,Tier 5
94918285.7143,RETAIL,Tier 1
43632571.4286,RETAIL,Tier 1
59346857.1429,RETAIL,Tier 6
92932571.4286,RETAIL,Tier 6
9646857.1429,RETAIL,Tier 5
37232571.4286,RETAIL,Tier 1
67148285.7143,RETAIL,Tier 5
106578857.1429,RETAIL,Tier 1
102067571.4286,RETAIL,Tier 6
83891142.8571,RETAIL,Tier 5
28176857.1429,RETAIL,Tier 1
1619714.2857,RETAIL,Tier 5
137905428.5714,RETAIL,Tier 1
47205428.5714,RETAIL,Tier 6
119205428.5714,RETAIL,Tier 6
139776857.1429,RETAIL,Tier 1
133362571.4286,RETAIL,Tier 5
34137571.4286,RETAIL,Tier 5
4519714.2857,RETAIL,Tier 6
137962571.4286,RETAIL,Tier 5
15391142.8571,RETAIL,Tier 1
861714.2857,RETAIL,Tier 6
105713000.0,RETAIL,Tier 5
22119714.2857,RETAIL,Tier 5
136149714.2857,RETAIL,Tier 6
83306857.1429,RETAIL,Tier 6
45306857.1429,RETAIL,Tier 5
116878285.7143,RETAIL,Tier 6
40321142.8571,RETAIL,Tier 5
104892571.4286,RETAIL,Tier 6
108321142.8571,RETAIL,Tier 1
78478857.1429,RETAIL,Tier 1
88049714.2857,RETAIL,Tier 5
84049714.2857,RETAIL,Tier 5
44635428.5714,RETAIL,Tier 6
109635428.5714,RETAIL,Tier 6
25221142.8571,RETAIL,Tier 1
19092571.4286,RETAIL,Tier 6
59235428.5714,RETAIL,Tier 1
123806857.1429,RETAIL,Tier 5
9949714.2857,RETAIL,Tier 5
43106857.1429,RETAIL,Tier 6
119535428.5714,RETAIL,Tier 6
112121142.8571,RETAIL,Tier 1
46692571.4286,RETAIL,Tier 1
41849714.2857,RETAIL,Tier 6
25448857.1429,RETAIL,Tier 6
47722571.4286,RETAIL,Tier 1
25736857.1429,RETAIL,Tier 6
12165428.5714,RETAIL,Tier 6
119451142.8571,RETAIL,Tier 5
47022571.4286,RETAIL,Tier 5
73751142.8571,RETAIL,Tier 1
123479714.2857,RETAIL,Tier 1
113622571.4286,RETAIL,Tier 6
104494000.0,RETAIL,Tier 6
103208285.7143,RETAIL,Tier 6
63365428.5714,RETAIL,Tier 5
9508285.7143,RETAIL,Tier 6
97158857.1429,RETAIL,Tier 6
25236857.1429,RETAIL,Tier 6
17822571.4286,RETAIL,Tier 6
110694000.0,RETAIL,Tier 6
54122571.4286,RETAIL,Tier 6
27836142.8571,RETAIL,Tier 6
47708285.7143,RETAIL,Tier 6
142009714.2857,RETAIL,Tier 1
47881142.8571,RETAIL,Tier 5
123738285.7143,RETAIL,Tier 1
71493142.8571,RETAIL,Tier 6
1166857.1429,RETAIL,Tier 5
2595428.5714,RETAIL,Tier 6
58609714.2857,RETAIL,Tier 5
77466857.1429,RETAIL,Tier 1
119038285.7143,RETAIL,Tier 1
95324000.0,RETAIL,Tier 5
10766857.1429,RETAIL,Tier 5
93766857.1429,RETAIL,Tier 5
139624000.0,RETAIL,Tier 6
26066857.1429,RETAIL,Tier 6
71652571.4286,RETAIL,Tier 5
138366857.1429,RETAIL,Tier 1
7238285.7143,RETAIL,Tier 6
63524000.0,RETAIL,Tier 1
36381142.8571,RETAIL,Tier 1
35381142.8571,RETAIL,Tier 6
101624428.5714,RETAIL,Tier 1
23124000.0,RETAIL,Tier 1
45707428.5714,RETAIL,Tier 1
20868285.7143,RETAIL,Tier 5
92882571.4286,RETAIL,Tier 2
129039714.2857,RETAIL,Tier 6
138325428.5714,RETAIL,Tier 5
44911142.8571,RETAIL,Tier 5
20768285.7143,RETAIL,Tier 6
25368285.7143,RETAIL,Tier 1
40525428.5714,RETAIL,Tier 1
139525428.5714,RETAIL,Tier 6
17464571.4286,RETAIL,Tier 6
28968285.7143,RETAIL,Tier 1
5682571.4286,RETAIL,Tier 6
30411142.8571,RETAIL,Tier 6
3155428.5714,RETAIL,Tier 6
78934571.4286,RETAIL,Tier 5
115934571.4286,RETAIL,Tier 6
58469714.2857,RETAIL,Tier 6
78386428.5714,RETAIL,Tier 1
39769714.2857,RETAIL,Tier 5
106069714.2857,RETAIL,Tier 5
81112571.4286,RETAIL,Tier 6
36712571.4286,RETAIL,Tier 1
35569714.2857,RETAIL,Tier 5
141599714.2857,RETAIL,Tier 1
37885428.5714,RETAIL,Tier 6
113599714.2857,RETAIL,Tier 1
35325857.1429,RETAIL,Tier 6
20185428.5714,RETAIL,Tier 1
27328285.7143,RETAIL,Tier 6
1899714.2857,RETAIL,Tier 6
96471142.8571,RETAIL,Tier 1
139471142.8571,RETAIL,Tier 1
38664714.2857,RETAIL,Tier 5
138785428.5714,RETAIL,Tier 6
43356857.1429,RETAIL,Tier 5
120085428.5714,RETAIL,Tier 6
119942571.4286,RETAIL,Tier 1
75242571.4286,RETAIL,Tier 1
69671142.8571,RETAIL,Tier 2
106256857.1429,RETAIL,Tier 1
64556857.1429,RETAIL,Tier 6
8128285.7143,RETAIL,Tier 5
56985428.5714,RETAIL,Tier 6
38556857.1429,RETAIL,Tier 6
92714000.0,RETAIL,Tier 6
134429857.1429,RETAIL,Tier 6
96144142.8571,RETAIL,Tier 5
22144142.8571,RETAIL,Tier 1
128587000.0,RETAIL,Tier 5
19151714.2857,RETAIL,Tier 1
104301285.7143,RETAIL,Tier 5
131729857.1429,RETAIL,Tier 5
63444142.8571,RETAIL,Tier 1
113444142.8571,RETAIL,Tier 1
4458428.5714,RETAIL,Tier 6
49887000.0,RETAIL,Tier 5
20487000.0,RETAIL,Tier 5
55647428.5714,RETAIL,Tier 6
20772714.2857,RETAIL,Tier 5
136072714.2857,RETAIL,Tier 1
80358428.5714,RETAIL,Tier 1
125104571.4286,RETAIL,Tier 1
139087000.0,RETAIL,Tier 5
7801285.7143,RETAIL,Tier 1
28780285.7143,RETAIL,Tier 6
32958428.5714,RETAIL,Tier 1
62037428.5714,RETAIL,Tier 2
118258428.5714,RETAIL,Tier 1
116701285.7143,RETAIL,Tier 1
95558428.5714,RETAIL,Tier 6
56574142.8571,RETAIL,Tier 6
77002714.2857,RETAIL,Tier 6
34874142.8571,RETAIL,Tier 5
15445571.4286,RETAIL,Tier 5
133745571.4286,RETAIL,Tier 6
51474142.8571,RETAIL,Tier 1
7488428.5714,RETAIL,Tier 5
112059857.1429,RETAIL,Tier 5
76917000.0,RETAIL,Tier 1
47074142.8571,RETAIL,Tier 1
71359857.1429,RETAIL,Tier 6
120088428.5714,RETAIL,Tier 6
116981857.1429,RETAIL,Tier 5
17759285.7143,RETAIL,Tier 1
55102714.2857,RETAIL,Tier 5
11102714.2857,RETAIL,Tier 6
51988428.5714,RETAIL,Tier 6
59559857.1429,RETAIL,Tier 6
23530000.0,RETAIL,Tier 6
62161285.7143,RETAIL,Tier 5
119032714.2857,RETAIL,Tier 1
109238714.2857,RETAIL,Tier 5
93332714.2857,RETAIL,Tier 6
88189857.1429,RETAIL,Tier 6
25775571.4286,RETAIL,Tier 6
116877571.4286,RETAIL,Tier 1
132347000.0,RETAIL,Tier 5
7218428.5714,RETAIL,Tier 2
13504142.8571,RETAIL,Tier 6
88504142.8571,RETAIL,Tier 6
71518428.5714,RETAIL,Tier 1
119661285.7143,RETAIL,Tier 6
87573571.4286,RETAIL,Tier 1
18418428.5714,RETAIL,Tier 6
65719857.1429,RETAIL,Tier 6
16005571.4286,RETAIL,Tier 5
117434142.8571,RETAIL,Tier 6
97862714.2857,RETAIL,Tier 6
138591285.7143,RETAIL,Tier 1
7591285.7143,RETAIL,Tier 6
137462714.2857,RETAIL,Tier 6
11034142.8571,RETAIL,Tier 1
98177000.0,RETAIL,Tier 1
126530285.7143,RETAIL,Tier 6
97777000.0,RETAIL,Tier 5
46491285.7143,RETAIL,Tier 5
62348428.5714,RETAIL,Tier 6
103434714.2857,RETAIL,Tier 6
48219857.1429,RETAIL,Tier 5
116662714.2857,RETAIL,Tier 6
41377000.0,RETAIL,Tier 6
30184571.4286,RETAIL,Tier 5
58819857.1429,RETAIL,Tier 5
77568571.4286,RETAIL,Tier 6
72262714.2857,RETAIL,Tier 6
103691285.7143,RETAIL,Tier 6
33134142.8571,RETAIL,Tier 1
31134142.8571,RETAIL,Tier 1
55721285.7143,RETAIL,Tier 6
11864142.8571,RETAIL,Tier 1
135435571.4286,RETAIL,Tier 5
4363285.7143,RETAIL,Tier 6
42592714.2857,RETAIL,Tier 5
114892714.2857,RETAIL,Tier 5
102321285.7143,RETAIL,Tier 6
31321285.7143,RETAIL,Tier 1
3192714.2857,RETAIL,Tier 5
78737428.5714,RETAIL,Tier 1
117507000.0,RETAIL,Tier 1
107935571.4286,RETAIL,Tier 6
83935571.4286,RETAIL,Tier 5
24043571.4286,RETAIL,Tier 6
59264142.8571,RETAIL,Tier 6
63849857.1429,RETAIL,Tier 5
80930285.7143,RETAIL,Tier 6
115879857.1429,RETAIL,Tier 1
3022714.2857,RETAIL,Tier 5
105022714.2857,RETAIL,Tier 1
45165571.4286,RETAIL,Tier 1
31894142.8571,RETAIL,Tier 1
39037000.0,RETAIL,Tier 6
133025857.1429,RETAIL,Tier 1
35765571.4286,RETAIL,Tier 5
52765571.4286,RETAIL,Tier 1
99247428.5714,RETAIL,Tier 6
110351285.7143,RETAIL,Tier 5
3351285.7143,RETAIL,Tier 6
113494142.8571,RETAIL,Tier 5
48351285.7143,RETAIL,Tier 6
131965571.4286,RETAIL,Tier 5
17108428.5714,RETAIL,Tier 1
43122714.2857,RETAIL,Tier 1
91694142.8571,RETAIL,Tier 1
109265571.4286,RETAIL,Tier 6
49894571.4286,RETAIL,Tier 1
92708428.5714,RETAIL,Tier 1
136038428.5714,RETAIL,Tier 6
45767000.0,RETAIL,Tier 5
41067000.0,RETAIL,Tier 5
32224142.8571,RETAIL,Tier 5
43938428.5714,RETAIL,Tier 5
27524142.8571,RETAIL,Tier 6
72524142.8571,RETAIL,Tier 5
11538428.5714,RETAIL,Tier 5
69538428.5714,RETAIL,Tier 6
124142.8571,RETAIL,Tier 6
80124142.8571,RETAIL,Tier 6
64321714.2857,RETAIL,Tier 1
71567000.0,RETAIL,Tier 1
101850142.8571,RETAIL,Tier 5
23424142.8571,RETAIL,Tier 5
13720428.5714,RETAIL,Tier 5
126995571.4286,RETAIL,Tier 1
17582714.2857,RETAIL,Tier 1
117611285.7143,RETAIL,Tier 1
79182714.2857,RETAIL,Tier 5
30095857.1429,RETAIL,Tier 6
30797000.0,RETAIL,Tier 6
54525571.4286,RETAIL,Tier 6
109382714.2857,RETAIL,Tier 5
93954142.8571,RETAIL,Tier 6
103539857.1429,RETAIL,Tier 6
30472857.1429,RETAIL,Tier 1
134554142.8571,RETAIL,Tier 5
61839857.1429,RETAIL,Tier 5
48041714.2857,RETAIL,Tier 6
52711285.7143,RETAIL,Tier 5
57139857.1429,RETAIL,Tier 6
52869857.1429,RETAIL,Tier 5
10584142.8571,RETAIL,Tier 5
43727000.0,RETAIL,Tier 6
60169857.1429,RETAIL,Tier 5
67741285.7143,RETAIL,Tier 1
78027000.0,RETAIL,Tier 1
116184142.8571,RETAIL,Tier 1
105327000.0,RETAIL,Tier 1
82755571.4286,RETAIL,Tier 1
87198428.5714,RETAIL,Tier 5
109341285.7143,RETAIL,Tier 6
88641285.7143,RETAIL,Tier 5
34355571.4286,RETAIL,Tier 5
106512714.2857,RETAIL,Tier 6
53098428.5714,RETAIL,Tier 5
66527000.0,RETAIL,Tier 1
101827000.0,RETAIL,Tier 1
57684142.8571,RETAIL,Tier 6
20541285.7143,RETAIL,Tier 1
99969857.1429,RETAIL,Tier 1
54127000.0,RETAIL,Tier 1
71712714.2857,RETAIL,Tier 1
5284142.8571,RETAIL,Tier 1
132871285.7143,RETAIL,Tier 5
83157000.0,RETAIL,Tier 6
36442714.2857,RETAIL,Tier 6
97014142.8571,RETAIL,Tier 5
33314142.8571,RETAIL,Tier 1
56742714.2857,RETAIL,Tier 6
117544714.2857,RETAIL,Tier 5
26342714.2857,RETAIL,Tier 5
40914142.8571,RETAIL,Tier 5
64071285.7143,RETAIL,Tier 1
20799857.1429,RETAIL,Tier 1
109436285.7143,RETAIL,Tier 1
66754428.5714,RETAIL,Tier 1
43542714.2857,RETAIL,Tier 6
106128428.5714,RETAIL,Tier 6
134857000.0,RETAIL,Tier 6
137966285.7143,RETAIL,Tier 6
10714300.0,RETAIL,Tier 6
106857157.1429,RETAIL,Tier 1
47157157.1429,RETAIL,Tier 6
104014300.0,RETAIL,Tier 1
108885728.5714,RETAIL,Tier 2
74885728.5714,RETAIL,Tier 5
130742871.4286,RETAIL,Tier 5
116042871.4286,RETAIL,Tier 6
77757157.1429,RETAIL,Tier 5
130985728.5714,RETAIL,Tier 5
65144300.0,RETAIL,Tier 1
